qid,query,docno,docid,score,rank
207786,how are some sharks warm blooded,493414,493414,0.8404871,108
207786,how are some sharks warm blooded,7401962,7401962,0.84048676,109
207786,how are some sharks warm blooded,8064937,8064937,0.84043705,110
207786,how are some sharks warm blooded,2440415,2440415,0.8403282,111
207786,how are some sharks warm blooded,3896743,3896743,0.8402909,112
207786,how are some sharks warm blooded,8387971,8387971,0.84016895,113
207786,how are some sharks warm blooded,1731873,1731873,0.8401545,114
207786,how are some sharks warm blooded,6822429,6822429,0.8401013,115
207786,how are some sharks warm blooded,4900217,4900217,0.8401011,116
207786,how are some sharks warm blooded,4823377,4823377,0.83992153,117
207786,how are some sharks warm blooded,493419,493419,0.83989084,118
207786,how are some sharks warm blooded,7401959,7401959,0.83975184,119
1114819,what is durable medical equipment consist of,5521371,5521371,0.9196477,0
1114819,what is durable medical equipment consist of,1315993,1315993,0.9174442,1
1114819,what is durable medical equipment consist of,1315994,1315994,0.91665584,2
1114819,what is durable medical equipment consist of,6900766,6900766,0.9116826,3
1114819,what is durable medical equipment consist of,694737,694737,0.90971816,4
1114819,what is durable medical equipment consist of,1738242,1738242,0.90945745,5
1114819,what is durable medical equipment consist of,6900774,6900774,0.9055317,6
1114819,what is durable medical equipment consist of,8022276,8022276,0.9048271,7
1114819,what is durable medical equipment consist of,344350,344350,0.90467155,8
1114819,what is durable medical equipment consist of,8022280,8022280,0.9038317,9
1114819,what is durable medical equipment consist of,785027,785027,0.9035651,10
1114819,what is durable medical equipment consist of,8115435,8115435,0.90273094,11
1114819,what is durable medical equipment consist of,8115439,8115439,0.9020268,12
1114819,what is durable medical equipment consist of,5628952,5628952,0.9013531,13
1114819,what is durable medical equipment consist of,1724520,1724520,0.9011576,14
1114819,what is durable medical equipment consist of,988373,988373,0.9002155,15
1114819,what is durable medical equipment consist of,3781418,3781418,0.89932,16
1114819,what is durable medical equipment consist of,4890560,4890560,0.89882374,17
1114819,what is durable medical equipment consist of,8336232,8336232,0.89812243,18
1114819,what is durable medical equipment consist of,6941478,6941478,0.89804685,19
1114819,what is durable medical equipment consist of,3484458,3484458,0.89789766,20
1114819,what is durable medical equipment consist of,7803435,7803435,0.8967623,21
1114819,what is durable medical equipment consist of,8096824,8096824,0.8957095,22
1114819,what is durable medical equipment consist of,1315998,1315998,0.8953831,23
1114819,what is durable medical equipment consist of,344351,344351,0.8950815,24
1114819,what is durable medical equipment consist of,3906959,3906959,0.89499503,25
1114819,what is durable medical equipment consist of,5156171,5156171,0.8949199,26
1114819,what is durable medical equipment consist of,5521373,5521373,0.89478076,27
1114819,what is durable medical equipment consist of,534362,534362,0.8940672,28
1114819,what is durable medical equipment consist of,5165249,5165249,0.8939399,29
1114819,what is durable medical equipment consist of,8480574,8480574,0.89313316,30
1114819,what is durable medical equipment consist of,3906952,3906952,0.8931277,31
1114819,what is durable medical equipment consist of,1738250,1738250,0.89289,32
1114819,what is durable medical equipment consist of,988370,988370,0.8921911,33
1114819,what is durable medical equipment consist of,8088111,8088111,0.8904921,34
1114819,what is durable medical equipment consist of,1625836,1625836,0.8903806,35
1114819,what is durable medical equipment consist of,750446,750446,0.89022714,36
1114819,what is durable medical equipment consist of,8115440,8115440,0.88976395,37
1114819,what is durable medical equipment consist of,1302007,1302007,0.88898027,38
1114819,what is durable medical equipment consist of,1302004,1302004,0.88836575,39
1114819,what is durable medical equipment consist of,8336225,8336225,0.8881878,40
1114819,what is durable medical equipment consist of,8336230,8336230,0.88786227,41
1114819,what is durable medical equipment consist of,1315996,1315996,0.8874086,42
1114819,what is durable medical equipment consist of,8754397,8754397,0.88708025,43
1114819,what is durable medical equipment consist of,1009500,1009500,0.8857989,44
1114819,what is durable medical equipment consist of,1724525,1724525,0.8855368,45
1114819,what is durable medical equipment consist of,5628955,5628955,0.88520813,46
1114819,what is durable medical equipment consist of,1248112,1248112,0.8850454,47
1114819,what is durable medical equipment consist of,1724526,1724526,0.88487434,48
1114819,what is durable medical equipment consist of,1852066,1852066,0.88486004,49
1114819,what is durable medical equipment consist of,988378,988378,0.88475144,50
1114819,what is durable medical equipment consist of,6202321,6202321,0.8844937,51
1114819,what is durable medical equipment consist of,8115705,8115705,0.8844621,52
1114819,what is durable medical equipment consist of,8508259,8508259,0.88416207,53
1114819,what is durable medical equipment consist of,1735443,1735443,0.8840755,54
1114819,what is durable medical equipment consist of,2477692,2477692,0.8838946,55
1114819,what is durable medical equipment consist of,8336229,8336229,0.8837697,56
1114819,what is durable medical equipment consist of,7132894,7132894,0.8836911,57
1114819,what is durable medical equipment consist of,1419801,1419801,0.8835263,58
1114819,what is durable medical equipment consist of,694735,694735,0.8833161,59
1114819,what is durable medical equipment consist of,2590455,2590455,0.883235,60
1114819,what is durable medical equipment consist of,1419798,1419798,0.88275033,61
1114819,what is durable medical equipment consist of,8736056,8736056,0.8819668,62
1114819,what is durable medical equipment consist of,6900769,6900769,0.8818809,63
1114819,what is durable medical equipment consist of,8115700,8115700,0.8818407,64
1114819,what is durable medical equipment consist of,3906954,3906954,0.88183725,65
1114819,what is durable medical equipment consist of,1724528,1724528,0.88118196,66
1114819,what is durable medical equipment consist of,2590453,2590453,0.8804449,67
1114819,what is durable medical equipment consist of,8625086,8625086,0.8803772,68
1114819,what is durable medical equipment consist of,3781422,3781422,0.87978566,69
1114819,what is durable medical equipment consist of,5718417,5718417,0.87962854,70
1114819,what is durable medical equipment consist of,2590451,2590451,0.8794507,71
1114819,what is durable medical equipment consist of,2831393,2831393,0.8785368,72
1114819,what is durable medical equipment consist of,255279,255279,0.8783746,73
1114819,what is durable medical equipment consist of,8579832,8579832,0.8777602,74
1114819,what is durable medical equipment consist of,3781419,3781419,0.87770104,75
1114819,what is durable medical equipment consist of,7588045,7588045,0.87694645,76
1114819,what is durable medical equipment consist of,2694515,2694515,0.87682796,77
1114819,what is durable medical equipment consist of,2212059,2212059,0.8758775,78
1114819,what is durable medical equipment consist of,8508263,8508263,0.87576973,79
1114819,what is durable medical equipment consist of,1724521,1724521,0.8755882,80
1114819,what is durable medical equipment consist of,1738243,1738243,0.8755292,81
1114819,what is durable medical equipment consist of,1316000,1316000,0.8754526,82
1114819,what is durable medical equipment consist of,8754398,8754398,0.87525016,83
1114819,what is durable medical equipment consist of,8096817,8096817,0.8751967,84
1114819,what is durable medical equipment consist of,8579830,8579830,0.8751947,85
1114819,what is durable medical equipment consist of,8088105,8088105,0.8750969,86
1114819,what is durable medical equipment consist of,6564169,6564169,0.8749486,87
1114819,what is durable medical equipment consist of,1315995,1315995,0.87429005,88
1114819,what is durable medical equipment consist of,5019832,5019832,0.8741933,89
1114819,what is durable medical equipment consist of,8027206,8027206,0.87413454,90
1114819,what is durable medical equipment consist of,6900767,6900767,0.8741325,91
1114819,what is durable medical equipment consist of,2590454,2590454,0.8739741,92
1114819,what is durable medical equipment consist of,5628950,5628950,0.8737358,93
1114819,what is durable medical equipment consist of,785028,785028,0.87336314,94
1114819,what is durable medical equipment consist of,988376,988376,0.8733385,95
1114819,what is durable medical equipment consist of,7156443,7156443,0.87310404,96
1114819,what is durable medical equipment consist of,8508255,8508255,0.87306553,97
1114819,what is durable medical equipment consist of,8754404,8754404,0.87229896,98
1114819,what is durable medical equipment consist of,5019839,5019839,0.8722476,99
1114819,what is durable medical equipment consist of,2076434,2076434,0.87188613,100
1114819,what is durable medical equipment consist of,8024890,8024890,0.8712502,101
1114819,what is durable medical equipment consist of,5628956,5628956,0.8711072,102
1114819,what is durable medical equipment consist of,6900773,6900773,0.87093246,103
1114819,what is durable medical equipment consist of,8508254,8508254,0.87080526,104
1114819,what is durable medical equipment consist of,2136434,2136434,0.87060976,105
1114819,what is durable medical equipment consist of,6202319,6202319,0.8695519,106
1114819,what is durable medical equipment consist of,988375,988375,0.8695243,107
1114819,what is durable medical equipment consist of,2212058,2212058,0.8691788,108
1114819,what is durable medical equipment consist of,988374,988374,0.8691324,109
1114819,what is durable medical equipment consist of,7803436,7803436,0.8689063,110
1114819,what is durable medical equipment consist of,2590447,2590447,0.86813176,111
1114819,what is durable medical equipment consist of,7803429,7803429,0.8671403,112
1114819,what is durable medical equipment consist of,2008577,2008577,0.8668995,113
1114819,what is durable medical equipment consist of,5026286,5026286,0.8666754,114
1114819,what is durable medical equipment consist of,1245298,1245298,0.86624926,115
1114819,what is durable medical equipment consist of,1738246,1738246,0.8653767,116
1114819,what is durable medical equipment consist of,1816956,1816956,0.865166,117
1114819,what is durable medical equipment consist of,8088109,8088109,0.8646951,118
1114819,what is durable medical equipment consist of,1738248,1738248,0.86403096,119
183378,exons definition biology,7449744,7449744,0.91300106,0
183378,exons definition biology,5534707,5534707,0.9107824,1
183378,exons definition biology,1289497,1289497,0.9097601,2
183378,exons definition biology,7449748,7449748,0.9086553,3
183378,exons definition biology,7449752,7449752,0.908558,4
183378,exons definition biology,8570257,8570257,0.9022708,5
183378,exons definition biology,1289489,1289489,0.9013629,6
183378,exons definition biology,4803847,4803847,0.90135694,7
183378,exons definition biology,8570258,8570258,0.9010143,8
183378,exons definition biology,4803848,4803848,0.8967869,9
183378,exons definition biology,1289495,1289495,0.8937748,10
183378,exons definition biology,8794308,8794308,0.8891426,11
183378,exons definition biology,4493917,4493917,0.8863055,12
183378,exons definition biology,4493915,4493915,0.8845555,13
183378,exons definition biology,4727417,4727417,0.8831898,14
183378,exons definition biology,7449751,7449751,0.88077104,15
183378,exons definition biology,3389578,3389578,0.8778545,16
183378,exons definition biology,7449750,7449750,0.8766494,17
183378,exons definition biology,8794303,8794303,0.87631845,18
183378,exons definition biology,3185607,3185607,0.87513244,19
183378,exons definition biology,4493916,4493916,0.87494683,20
183378,exons definition biology,1289496,1289496,0.8741578,21
183378,exons definition biology,5460941,5460941,0.8739622,22
183378,exons definition biology,1289490,1289490,0.873642,23
183378,exons definition biology,3389579,3389579,0.87326354,24
183378,exons definition biology,6109461,6109461,0.87270594,25
183378,exons definition biology,3185611,3185611,0.8720714,26
183378,exons definition biology,5534710,5534710,0.87172246,27
183378,exons definition biology,8794302,8794302,0.87127817,28
183378,exons definition biology,4493913,4493913,0.8710478,29
183378,exons definition biology,3093214,3093214,0.8708695,30
183378,exons definition biology,3854428,3854428,0.8703685,31
183378,exons definition biology,4493914,4493914,0.87019753,32
183378,exons definition biology,3888461,3888461,0.86897534,33
183378,exons definition biology,5817927,5817927,0.86833286,34
183378,exons definition biology,4493920,4493920,0.86826,35
183378,exons definition biology,7678696,7678696,0.8681618,36
183378,exons definition biology,4727412,4727412,0.867617,37
183378,exons definition biology,229743,229743,0.86759293,38
183378,exons definition biology,8570260,8570260,0.8664636,39
183378,exons definition biology,8794306,8794306,0.8663385,40
183378,exons definition biology,5899214,5899214,0.8658849,41
183378,exons definition biology,8121377,8121377,0.8656559,42
183378,exons definition biology,3389581,3389581,0.8654841,43
183378,exons definition biology,1289493,1289493,0.8652513,44
183378,exons definition biology,3389582,3389582,0.86516833,45
183378,exons definition biology,4727418,4727418,0.86509585,46
183378,exons definition biology,4493918,4493918,0.8650805,47
183378,exons definition biology,5460939,5460939,0.86500674,48
183378,exons definition biology,3389584,3389584,0.8649267,49
183378,exons definition biology,7952868,7952868,0.86488724,50
183378,exons definition biology,2352713,2352713,0.8645476,51
183378,exons definition biology,3093215,3093215,0.86373603,52
183378,exons definition biology,4493922,4493922,0.8635783,53
183378,exons definition biology,3867604,3867604,0.8632983,54
183378,exons definition biology,8577215,8577215,0.86314756,55
183378,exons definition biology,327908,327908,0.8630744,56
183378,exons definition biology,2533256,2533256,0.8627907,57
183378,exons definition biology,8794304,8794304,0.8620504,58
183378,exons definition biology,8794307,8794307,0.8617816,59
183378,exons definition biology,8570256,8570256,0.8617095,60
183378,exons definition biology,3389580,3389580,0.8615279,61
183378,exons definition biology,8121375,8121375,0.86140853,62
183378,exons definition biology,1730042,1730042,0.8613391,63
183378,exons definition biology,3922973,3922973,0.86117375,64
183378,exons definition biology,8767240,8767240,0.86110693,65
183378,exons definition biology,3389585,3389585,0.8610521,66
183378,exons definition biology,2533260,2533260,0.8606266,67
183378,exons definition biology,749542,749542,0.86025983,68
183378,exons definition biology,4493919,4493919,0.8600633,69
183378,exons definition biology,3093217,3093217,0.859813,70
183378,exons definition biology,2352716,2352716,0.85967875,71
183378,exons definition biology,5534703,5534703,0.8592515,72
183378,exons definition biology,2644128,2644128,0.85906494,73
183378,exons definition biology,5391354,5391354,0.8588211,74
183378,exons definition biology,7677975,7677975,0.8587997,75
183378,exons definition biology,8570261,8570261,0.8584479,76
183378,exons definition biology,192535,192535,0.85836065,77
183378,exons definition biology,7449743,7449743,0.85822093,78
183378,exons definition biology,5534711,5534711,0.8577888,79
183378,exons definition biology,1289494,1289494,0.85689723,80
183378,exons definition biology,2644132,2644132,0.856748,81
183378,exons definition biology,716319,716319,0.85673416,82
183378,exons definition biology,4727416,4727416,0.8557465,83
183378,exons definition biology,8570255,8570255,0.85555685,84
183378,exons definition biology,5335533,5335533,0.855374,85
183378,exons definition biology,5344958,5344958,0.8553581,86
183378,exons definition biology,2644601,2644601,0.855271,87
183378,exons definition biology,4493921,4493921,0.8552571,88
183378,exons definition biology,8192307,8192307,0.855155,89
183378,exons definition biology,945226,945226,0.85509074,90
183378,exons definition biology,7718047,7718047,0.8546872,91
183378,exons definition biology,6291380,6291380,0.854529,92
183378,exons definition biology,7128532,7128532,0.85442185,93
183378,exons definition biology,3953760,3953760,0.85438275,94
183378,exons definition biology,7398706,7398706,0.8542377,95
183378,exons definition biology,823211,823211,0.8542186,96
183378,exons definition biology,945230,945230,0.85421807,97
183378,exons definition biology,1666386,1666386,0.8541615,98
183378,exons definition biology,5867680,5867680,0.8540077,99
183378,exons definition biology,6247405,6247405,0.8539301,100
183378,exons definition biology,3867603,3867603,0.8536978,101
183378,exons definition biology,2533262,2533262,0.8536116,102
183378,exons definition biology,2095235,2095235,0.8535119,103
183378,exons definition biology,7703397,7703397,0.85299706,104
183378,exons definition biology,3953758,3953758,0.852908,105
183378,exons definition biology,1730858,1730858,0.85252523,106
183378,exons definition biology,3093218,3093218,0.85243917,107
183378,exons definition biology,3128362,3128362,0.85236114,108
183378,exons definition biology,8577212,8577212,0.8523239,109
183378,exons definition biology,3384235,3384235,0.85194826,110
183378,exons definition biology,8767241,8767241,0.85165584,111
183378,exons definition biology,7014328,7014328,0.85145986,112
183378,exons definition biology,2290413,2290413,0.8513713,113
183378,exons definition biology,7449747,7449747,0.8512516,114
183378,exons definition biology,6484767,6484767,0.8512076,115
183378,exons definition biology,7448291,7448291,0.8510879,116
183378,exons definition biology,3987911,3987911,0.85083854,117
183378,exons definition biology,8121379,8121379,0.85062194,118
183378,exons definition biology,6509967,6509967,0.85056293,119
1106007,define visceral,1334336,1334336,0.92711353,0
1106007,define visceral,1334335,1334335,0.92649126,1
1106007,define visceral,2960558,2960558,0.92545426,2
1106007,define visceral,4173709,4173709,0.924796,3
1106007,define visceral,1334328,1334328,0.92338324,4
1106007,define visceral,1334330,1334330,0.92262137,5
1106007,define visceral,2960563,2960563,0.916493,6
1106007,define visceral,4173712,4173712,0.9123658,7
1106007,define visceral,8204457,8204457,0.91128933,8
1106007,define visceral,2672601,2672601,0.9059582,9
1106007,define visceral,2672608,2672608,0.9051989,10
1106007,define visceral,7685385,7685385,0.90491176,11
1106007,define visceral,8521673,8521673,0.9033979,12
1106007,define visceral,2464375,2464375,0.9031565,13
1106007,define visceral,7685383,7685383,0.90298164,14
1106007,define visceral,746358,746358,0.89587045,15
1106007,define visceral,7685380,7685380,0.89470434,16
1106007,define visceral,4004173,4004173,0.8940619,17
1106007,define visceral,7685388,7685388,0.8881366,18
1106007,define visceral,1560243,1560243,0.88750875,19
1106007,define visceral,3537611,3537611,0.8872789,20
1106007,define visceral,1334334,1334334,0.8872435,21
1106007,define visceral,4089153,4089153,0.8871537,22
1106007,define visceral,5774818,5774818,0.8848008,23
1106007,define visceral,5204544,5204544,0.88405204,24
1106007,define visceral,5279702,5279702,0.88351595,25
1106007,define visceral,5279699,5279699,0.8826034,26
1106007,define visceral,1334331,1334331,0.88072133,27
1106007,define visceral,899465,899465,0.8791152,28
1106007,define visceral,2960564,2960564,0.8790683,29
1106007,define visceral,5204539,5204539,0.87883914,30
1106007,define visceral,7685382,7685382,0.8788057,31
1106007,define visceral,8199521,8199521,0.8777541,32
1106007,define visceral,4004169,4004169,0.87748873,33
1106007,define visceral,5204537,5204537,0.8757371,34
1106007,define visceral,4004170,4004170,0.87541,35
1106007,define visceral,2960566,2960566,0.87536967,36
1106007,define visceral,8199519,8199519,0.87488997,37
1106007,define visceral,5204536,5204536,0.87319076,38
1106007,define visceral,5279704,5279704,0.87303567,39
1106007,define visceral,8141089,8141089,0.8722402,40
1106007,define visceral,2464373,2464373,0.8712564,41
1106007,define visceral,2777111,2777111,0.8707156,42
1106007,define visceral,5571606,5571606,0.8696983,43
1106007,define visceral,5780388,5780388,0.86876917,44
1106007,define visceral,2513609,2513609,0.86850333,45
1106007,define visceral,6282110,6282110,0.86804736,46
1106007,define visceral,1334332,1334332,0.8666931,47
1106007,define visceral,7500586,7500586,0.8665012,48
1106007,define visceral,2513606,2513606,0.86602974,49
1106007,define visceral,8521674,8521674,0.86557233,50
1106007,define visceral,7726655,7726655,0.8648607,51
1106007,define visceral,2464376,2464376,0.86464727,52
1106007,define visceral,2513608,2513608,0.8641482,53
1106007,define visceral,5204538,5204538,0.8635924,54
1106007,define visceral,7685381,7685381,0.8634596,55
1106007,define visceral,1560237,1560237,0.8630539,56
1106007,define visceral,899468,899468,0.86246884,57
1106007,define visceral,5204540,5204540,0.86223674,58
1106007,define visceral,7158637,7158637,0.862131,59
1106007,define visceral,1628791,1628791,0.862044,60
1106007,define visceral,2798876,2798876,0.8620183,61
1106007,define visceral,6182968,6182968,0.86143893,62
1106007,define visceral,899467,899467,0.8610331,63
1106007,define visceral,2866634,2866634,0.8610016,64
1106007,define visceral,551007,551007,0.86075974,65
1106007,define visceral,5571602,5571602,0.8605213,66
1106007,define visceral,7685387,7685387,0.8604142,67
1106007,define visceral,2866630,2866630,0.8602385,68
1106007,define visceral,2186171,2186171,0.8599348,69
1106007,define visceral,7211746,7211746,0.8597758,70
1106007,define visceral,1892454,1892454,0.8584791,71
1106007,define visceral,2960561,2960561,0.8583236,72
1106007,define visceral,294053,294053,0.85814404,73
1106007,define visceral,1294320,1294320,0.85813105,74
1106007,define visceral,7685384,7685384,0.857872,75
1106007,define visceral,4173707,4173707,0.8578089,76
1106007,define visceral,1560239,1560239,0.85746485,77
1106007,define visceral,420111,420111,0.85633767,78
1106007,define visceral,6523356,6523356,0.85629696,79
1106007,define visceral,4781867,4781867,0.8562476,80
1106007,define visceral,3058529,3058529,0.8559054,81
1106007,define visceral,4382098,4382098,0.8558911,82
1106007,define visceral,8521668,8521668,0.8558722,83
1106007,define visceral,7685386,7685386,0.855834,84
1106007,define visceral,5174765,5174765,0.8557333,85
1106007,define visceral,5204543,5204543,0.8555956,86
1106007,define visceral,5780391,5780391,0.8551876,87
1106007,define visceral,8199523,8199523,0.8544355,88
1106007,define visceral,6282108,6282108,0.8544295,89
1106007,define visceral,2603424,2603424,0.8544129,90
1106007,define visceral,2866633,2866633,0.85440195,91
1106007,define visceral,701605,701605,0.85424006,92
1106007,define visceral,3770827,3770827,0.853912,93
1106007,define visceral,7175556,7175556,0.8535862,94
1106007,define visceral,1334337,1334337,0.8533377,95
1106007,define visceral,1918089,1918089,0.85291284,96
1106007,define visceral,600704,600704,0.85268235,97
1106007,define visceral,4004166,4004166,0.85254586,98
1106007,define visceral,2384068,2384068,0.8524779,99
1106007,define visceral,1455769,1455769,0.85238135,100
1106007,define visceral,2621976,2621976,0.852051,101
1106007,define visceral,1771176,1771176,0.8520343,102
1106007,define visceral,3759894,3759894,0.85198283,103
1106007,define visceral,3307286,3307286,0.851714,104
1106007,define visceral,1266234,1266234,0.85153496,105
1106007,define visceral,5053992,5053992,0.8514614,106
1106007,define visceral,3530025,3530025,0.8514552,107
1106007,define visceral,5774817,5774817,0.8512145,108
1106007,define visceral,4382102,4382102,0.85103905,109
1106007,define visceral,148720,148720,0.85099983,110
1106007,define visceral,8199524,8199524,0.85058606,111
1106007,define visceral,8204464,8204464,0.8504562,112
1106007,define visceral,550999,550999,0.8502705,113
1106007,define visceral,2441748,2441748,0.8502594,114
1106007,define visceral,4102293,4102293,0.8501887,115
1106007,define visceral,6963994,6963994,0.8501309,116
1106007,define visceral,8204463,8204463,0.84993017,117
1106007,define visceral,2384067,2384067,0.84939957,118
1106007,define visceral,8141088,8141088,0.84929734,119
1124210,tracheids are part of,2258592,2258592,0.8951566,0
1124210,tracheids are part of,2258591,2258591,0.889274,1
1124210,tracheids are part of,2089544,2089544,0.8819183,2
1124210,tracheids are part of,8026737,8026737,0.8787831,3
1124210,tracheids are part of,2728448,2728448,0.87357545,4
1124210,tracheids are part of,7443586,7443586,0.8730308,5
1124210,tracheids are part of,2258596,2258596,0.8713641,6
1124210,tracheids are part of,131190,131190,0.87060535,7
1124210,tracheids are part of,2494577,2494577,0.8669772,8
1124210,tracheids are part of,3162331,3162331,0.8669076,9
1124210,tracheids are part of,8026735,8026735,0.86631274,10
1124210,tracheids are part of,181177,181177,0.86456144,11
1124210,tracheids are part of,7208694,7208694,0.863804,12
1124210,tracheids are part of,8492305,8492305,0.86364865,13
1124210,tracheids are part of,1383617,1383617,0.8631665,14
1124210,tracheids are part of,2258595,2258595,0.8626319,15
1124210,tracheids are part of,3750819,3750819,0.8603995,16
1124210,tracheids are part of,4794725,4794725,0.8599909,17
1124210,tracheids are part of,3520551,3520551,0.8598563,18
1124210,tracheids are part of,1383624,1383624,0.8594481,19
1124210,tracheids are part of,555792,555792,0.8594132,20
1124210,tracheids are part of,2303834,2303834,0.8593256,21
1124210,tracheids are part of,546158,546158,0.8591364,22
1124210,tracheids are part of,6661564,6661564,0.85858274,23
1124210,tracheids are part of,6541866,6541866,0.8585232,24
1124210,tracheids are part of,7208699,7208699,0.8582959,25
1124210,tracheids are part of,3937735,3937735,0.85768247,26
1124210,tracheids are part of,8689501,8689501,0.85723937,27
1124210,tracheids are part of,3722759,3722759,0.8566895,28
1124210,tracheids are part of,3680798,3680798,0.85664153,29
1124210,tracheids are part of,6704887,6704887,0.8563131,30
1124210,tracheids are part of,1251135,1251135,0.8563092,31
1124210,tracheids are part of,2220482,2220482,0.85624754,32
1124210,tracheids are part of,7756784,7756784,0.85580766,33
1124210,tracheids are part of,5366913,5366913,0.8554369,34
1124210,tracheids are part of,829948,829948,0.8552908,35
1124210,tracheids are part of,546154,546154,0.8552511,36
1124210,tracheids are part of,3520553,3520553,0.8551837,37
1124210,tracheids are part of,7205917,7205917,0.8550175,38
1124210,tracheids are part of,4958358,4958358,0.8549895,39
1124210,tracheids are part of,5281846,5281846,0.85482824,40
1124210,tracheids are part of,2605473,2605473,0.8546555,41
1124210,tracheids are part of,5303914,5303914,0.8546159,42
1124210,tracheids are part of,4425464,4425464,0.8543543,43
1124210,tracheids are part of,7851118,7851118,0.8542536,44
1124210,tracheids are part of,3722758,3722758,0.8539079,45
1124210,tracheids are part of,931162,931162,0.8537874,46
1124210,tracheids are part of,829951,829951,0.8536583,47
1124210,tracheids are part of,5645045,5645045,0.8536508,48
1124210,tracheids are part of,7278463,7278463,0.8535975,49
1124210,tracheids are part of,833424,833424,0.8535427,50
1124210,tracheids are part of,2696192,2696192,0.85353935,51
1124210,tracheids are part of,7738980,7738980,0.8535135,52
1124210,tracheids are part of,7695217,7695217,0.8533771,53
1124210,tracheids are part of,3446165,3446165,0.8533317,54
1124210,tracheids are part of,273573,273573,0.85332835,55
1124210,tracheids are part of,6500225,6500225,0.8532767,56
1124210,tracheids are part of,6278958,6278958,0.8529444,57
1124210,tracheids are part of,4241350,4241350,0.8528874,58
1124210,tracheids are part of,5366909,5366909,0.8528489,59
1124210,tracheids are part of,3680801,3680801,0.8527775,60
1124210,tracheids are part of,2200002,2200002,0.8525461,61
1124210,tracheids are part of,6263923,6263923,0.85253775,62
1124210,tracheids are part of,3573857,3573857,0.85253465,63
1124210,tracheids are part of,3056248,3056248,0.8525105,64
1124210,tracheids are part of,5098941,5098941,0.8522551,65
1124210,tracheids are part of,2338696,2338696,0.85219306,66
1124210,tracheids are part of,5681258,5681258,0.8521631,67
1124210,tracheids are part of,3557938,3557938,0.8521498,68
1124210,tracheids are part of,3607859,3607859,0.8518414,69
1124210,tracheids are part of,6363262,6363262,0.85170245,70
1124210,tracheids are part of,7566674,7566674,0.8516172,71
1124210,tracheids are part of,5938410,5938410,0.85158217,72
1124210,tracheids are part of,2258598,2258598,0.85156894,73
1124210,tracheids are part of,1383615,1383615,0.8515539,74
1124210,tracheids are part of,1251133,1251133,0.851508,75
1124210,tracheids are part of,7835796,7835796,0.8514943,76
1124210,tracheids are part of,4958354,4958354,0.85148597,77
1124210,tracheids are part of,1752780,1752780,0.8514025,78
1124210,tracheids are part of,555785,555785,0.85137737,79
1124210,tracheids are part of,7738978,7738978,0.8510759,80
1124210,tracheids are part of,6263921,6263921,0.8510076,81
1124210,tracheids are part of,3680805,3680805,0.85073876,82
1124210,tracheids are part of,3520550,3520550,0.8507314,83
1124210,tracheids are part of,5284607,5284607,0.850675,84
1124210,tracheids are part of,7756783,7756783,0.8506111,85
1124210,tracheids are part of,1362725,1362725,0.8504433,86
1124210,tracheids are part of,7234570,7234570,0.8504097,87
1124210,tracheids are part of,4840515,4840515,0.85040796,88
1124210,tracheids are part of,1702010,1702010,0.8502778,89
1124210,tracheids are part of,1383616,1383616,0.8501751,90
1124210,tracheids are part of,7566672,7566672,0.85008365,91
1124210,tracheids are part of,3446170,3446170,0.8499985,92
1124210,tracheids are part of,7109335,7109335,0.8497212,93
1124210,tracheids are part of,3680802,3680802,0.8497055,94
1124210,tracheids are part of,4840518,4840518,0.8496846,95
1124210,tracheids are part of,2338694,2338694,0.8496679,96
1124210,tracheids are part of,1702008,1702008,0.84964854,97
1124210,tracheids are part of,4794729,4794729,0.8495493,98
1124210,tracheids are part of,4482578,4482578,0.84948134,99
1124210,tracheids are part of,2169810,2169810,0.84944236,100
1124210,tracheids are part of,6636931,6636931,0.84928966,101
1124210,tracheids are part of,7195863,7195863,0.8492205,102
1124210,tracheids are part of,1701426,1701426,0.8490565,103
1124210,tracheids are part of,3680799,3680799,0.84900093,104
1124210,tracheids are part of,1194684,1194684,0.84898865,105
1124210,tracheids are part of,6992535,6992535,0.84891534,106
1124210,tracheids are part of,3046384,3046384,0.84889483,107
1124210,tracheids are part of,3152177,3152177,0.848873,108
1124210,tracheids are part of,7738984,7738984,0.8487755,109
1124210,tracheids are part of,6293322,6293322,0.8487626,110
1124210,tracheids are part of,3057000,3057000,0.8487414,111
1124210,tracheids are part of,1027213,1027213,0.8487263,112
1124210,tracheids are part of,1362722,1362722,0.84862685,113
1124210,tracheids are part of,7851120,7851120,0.8485539,114
1124210,tracheids are part of,7278460,7278460,0.8485439,115
1124210,tracheids are part of,273565,273565,0.8484372,116
1124210,tracheids are part of,8068727,8068727,0.8484226,117
1124210,tracheids are part of,7832731,7832731,0.8483932,118
1124210,tracheids are part of,8547690,8547690,0.8483484,119
490595,rsa definition key,4842889,4842889,0.902133,0
490595,rsa definition key,8485139,8485139,0.9002507,1
490595,rsa definition key,1929910,1929910,0.8988178,2
490595,rsa definition key,8485141,8485141,0.8986287,3
490595,rsa definition key,805046,805046,0.8962389,4
490595,rsa definition key,4842897,4842897,0.8959194,5
490595,rsa definition key,4842890,4842890,0.894222,6
490595,rsa definition key,3937195,3937195,0.8935188,7
490595,rsa definition key,3937196,3937196,0.89319503,8
490595,rsa definition key,4737060,4737060,0.8924099,9
490595,rsa definition key,4842896,4842896,0.89156675,10
